"","video_path","location_options","location_probs","location","activity_options","activity_probs","activity","superseded_gcp_name_feb25","chunk_num","start_time","end_time","activities_weighted","locations_chunked"
"11","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_010.mp4","bathroom","1.0","bathroom","cleaning","0.86","cleaning","00320002_2024-08-31_1_4e6440f919",10,100,110,"cleaning","bathroom"
"12","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_011.mp4","bathroom","1.0","bathroom","clipping nails,nothing,looking,looking at device,playing with adult","0.28,0.24,0.15,0.15,0.16","clipping nails","00320002_2024-08-31_1_4e6440f919",11,110,120,"cleaning","bathroom"
"13","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_012.mp4","bathroom","1.0","bathroom","looking,nothing,exploring,looking at device,playing with toy","0.12,0.11,0.42,0.12,0.19","exploring","00320002_2024-08-31_1_4e6440f919",12,120,130,"playing with toy","bathroom"
"14","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_013.mp4","bathroom","1.0","bathroom","nothing,exploring,playing with toy,playing with adult","0.1,0.1,0.38,0.12","playing with toy","00320002_2024-08-31_1_4e6440f919",13,130,140,"nothing","bathroom"
"15","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_014.mp4","bathroom","1.0","bathroom","clipping nails,nothing,looking,looking at device","0.32,0.36,0.1,0.1","nothing","00320002_2024-08-31_1_4e6440f919",14,140,150,"playing with toy","bathroom"
"16","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_015.mp4","bathroom","1.0","bathroom","playing with toy","0.95","playing with toy","00320002_2024-08-31_1_4e6440f919",15,150,160,"playing with toy","bathroom"
"17","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_016.mp4","bathroom","1.0","bathroom","cleaning,exploring","0.68,0.25","cleaning","00320002_2024-08-31_1_4e6440f919",16,160,170,"playing with toy","bathroom"
"18","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_017.mp4","bathroom","1.0","bathroom","brushing,playing with adult","0.69,0.11","brushing","00320002_2024-08-31_1_4e6440f919",17,170,180,"brushing","bathroom"
"19","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_018.mp4","bathroom","1.0","bathroom","exploring,playing with toy,playing with adult,brushing","0.16,0.18,0.15,0.23","brushing","00320002_2024-08-31_1_4e6440f919",18,180,190,"brushing","bathroom"
"20","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_019.mp4","bathroom","1.0","bathroom","nothing,looking,standing,looking at device","0.29,0.26,0.14,0.26","nothing","00320002_2024-08-31_1_4e6440f919",19,190,200,"cleaning","bathroom"
"21","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_020.mp4","bathroom","1.0","bathroom","cleaning","0.93","cleaning","00320002_2024-08-31_1_4e6440f919",20,200,210,"cleaning","bathroom"
"22","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_021.mp4","hallway","1.0","hallway","cleaning,looking,exploring","0.13,0.11,0.6","exploring","00320002_2024-08-31_1_4e6440f919",21,210,220,"exploring","bathroom"
"23","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_022.mp4","staircase,hallway","0.75,0.25","staircase","cleaning,exploring","0.14,0.78","exploring","00320002_2024-08-31_1_4e6440f919",22,220,230,"exploring","bathroom"
"24","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_023.mp4","bathroom","1.0","bathroom","cleaning,exploring,playing with adult","0.11,0.61,0.18","exploring","00320002_2024-08-31_1_4e6440f919",23,230,240,"exploring","hallway"
"25","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_024.mp4","bathroom,basement,bedroom","0.52,0.13,0.35","bathroom","cleaning,exploring,playing with adult,playing with toy","0.18,0.44,0.19,0.13","exploring","00320002_2024-08-31_1_4e6440f919",24,240,250,"exploring","staircase"
"26","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_025.mp4","hallway,playroom,bedroom,living room","0.3,0.18,0.1,0.3","hallway","clipping nails,reading,nothing,playing with toy,walking","0.17,0.12,0.11,0.22,0.1","playing with toy","00320002_2024-08-31_1_4e6440f919",25,250,260,"exploring","staircase"
"27","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_026.mp4","staircase","1.0","staircase","exploring,looking","0.77,0.1","exploring","00320002_2024-08-31_1_4e6440f919",26,260,270,"playing with toy","staircase"
"28","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_027.mp4","staircase","1.0","staircase","playing with toy,nothing","0.6,0.12","playing with toy","00320002_2024-08-31_1_4e6440f919",27,270,280,"playing with toy","staircase"
"29","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_028.mp4","staircase","1.0","staircase","playing with toy,nothing","0.81,0.11","playing with toy","00320002_2024-08-31_1_4e6440f919",28,280,290,"playing with toy","staircase"
"30","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_029.mp4","staircase","1.0","staircase","playing with toy,standing","0.82,0.13","playing with toy","00320002_2024-08-31_1_4e6440f919",29,290,300,"playing with toy","staircase"
"31","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_030.mp4","staircase","1.0","staircase","looking at device,looking,nothing,standing","0.15,0.15,0.42,0.22","nothing","00320002_2024-08-31_1_4e6440f919",30,300,310,"playing with toy","staircase"
"32","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_031.mp4","staircase","1.0","staircase","playing with toy,looking,nothing,looking at device","0.44,0.19,0.15,0.19","playing with toy","00320002_2024-08-31_1_4e6440f919",31,310,320,"nothing","staircase"
"33","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_032.mp4","staircase","1.0","staircase","looking at device,looking,nothing","0.25,0.25,0.41","nothing","00320002_2024-08-31_1_4e6440f919",32,320,330,"looking","staircase"
"34","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_033.mp4","living room,kitchen","0.75,0.19","living room","exploring,looking,nothing,looking at device","0.24,0.3,0.14,0.3","looking","00320002_2024-08-31_1_4e6440f919",33,330,340,"exploring","staircase"
"35","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_034.mp4","living room","1.0","living room","exploring","0.9","exploring","00320002_2024-08-31_1_4e6440f919",34,340,350,"exploring","living room"
"36","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_035.mp4","hallway","0.9","hallway","nothing,playing with toy","0.15,0.34","playing with toy","00320002_2024-08-31_1_4e6440f919",35,350,360,"exploring","living room"
"37","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_036.mp4","living room,staircase,hallway","0.65,0.11,0.24","living room","exploring,playing with toy","0.41,0.31","exploring","00320002_2024-08-31_1_4e6440f919",36,360,370,"exploring","staircase"
"38","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_037.mp4","staircase","0.9","staircase","exploring","0.89","exploring","00320002_2024-08-31_1_4e6440f919",37,370,380,"exploring","staircase"
"39","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_038.mp4","staircase,playroom","0.68,0.32","staircase","playing with toy","0.91","playing with toy","00320002_2024-08-31_1_4e6440f919",38,380,390,"playing with toy","playroom"
"40","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_039.mp4","playroom","1.0","playroom","playing with toy","0.94","playing with toy","00320002_2024-08-31_1_4e6440f919",39,390,400,"playing with toy","playroom"
"41","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_040.mp4","playroom,living room","0.62,0.38","playroom","looking at device,looking,playing with toy","0.34,0.34,0.25","looking at device","00320002_2024-08-31_1_4e6440f919",40,400,410,"playing with toy","playroom"
"42","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_041.mp4","playroom","1.0","playroom","playing with toy","0.96","playing with toy","00320002_2024-08-31_1_4e6440f919",41,410,420,"playing with toy","playroom"
"43","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_042.mp4","playroom","1.0","playroom","nothing,playing with toy","0.65,0.14","nothing","00320002_2024-08-31_1_4e6440f919",42,420,430,"playing with toy","playroom"
"44","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_043.mp4","playroom","1.0","playroom","playing with toy,nothing","0.76,0.2","playing with toy","00320002_2024-08-31_1_4e6440f919",43,430,440,"playing with toy","playroom"
"45","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_044.mp4","playroom","1.0","playroom","playing with toy","0.97","playing with toy","00320002_2024-08-31_1_4e6440f919",44,440,450,"playing with toy","playroom"
"46","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_045.mp4","playroom","1.0","playroom","playing with toy,nothing","0.78,0.14","playing with toy","00320002_2024-08-31_1_4e6440f919",45,450,460,"playing with toy","playroom"
"47","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_046.mp4","playroom","1.0","playroom","playing with toy","0.9","playing with toy","00320002_2024-08-31_1_4e6440f919",46,460,470,"playing with toy","playroom"
"48","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_047.mp4","living room","0.96","living room","playing with toy","0.95","playing with toy","00320002_2024-08-31_1_4e6440f919",47,470,480,"playing with toy","playroom"
"49","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_048.mp4","playroom","1.0","playroom","playing with toy","0.96","playing with toy","00320002_2024-08-31_1_4e6440f919",48,480,490,"playing with toy","playroom"
"50","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_049.mp4","playroom","1.0","playroom","playing with toy,walking","0.58,0.15","playing with toy","00320002_2024-08-31_1_4e6440f919",49,490,500,"playing with toy","playroom"
"51","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_050.mp4","playroom","1.0","playroom","playing with toy","0.79","playing with toy","00320002_2024-08-31_1_4e6440f919",50,500,510,"playing with toy","playroom"
"52","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_051.mp4","playroom","1.0","playroom","playing with toy,nothing,exploring","0.54,0.18,0.14","playing with toy","00320002_2024-08-31_1_4e6440f919",51,510,520,"playing with toy","playroom"
"53","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_052.mp4","living room,playroom","0.8,0.2","living room","playing with toy,exploring","0.7,0.11","playing with toy","00320002_2024-08-31_1_4e6440f919",52,520,530,"playing with toy","playroom"
"54","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_053.mp4","playroom","1.0","playroom","playing with toy,exploring","0.65,0.22","playing with toy","00320002_2024-08-31_1_4e6440f919",53,530,540,"playing with toy","playroom"
"55","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_054.mp4","playroom","1.0","playroom","playing with toy","0.93","playing with toy","00320002_2024-08-31_1_4e6440f919",54,540,550,"playing with toy","playroom"
"56","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_055.mp4","playroom","1.0","playroom","playing with toy","0.86","playing with toy","00320002_2024-08-31_1_4e6440f919",55,550,560,"playing with toy","playroom"
"57","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_056.mp4","playroom,living room","0.84,0.16","playroom","playing with toy","0.94","playing with toy","00320002_2024-08-31_1_4e6440f919",56,560,570,"playing with toy","playroom"
"58","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_057.mp4","playroom","1.0","playroom","playing with toy","0.89","playing with toy","00320002_2024-08-31_1_4e6440f919",57,570,580,"playing with toy","playroom"
"59","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_058.mp4","playroom","1.0","playroom","playing with toy","0.84","playing with toy","00320002_2024-08-31_1_4e6440f919",58,580,590,"playing with toy","playroom"
"60","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_059.mp4","living room","0.94","living room","playing with toy,exploring","0.71,0.21","playing with toy","00320002_2024-08-31_1_4e6440f919",59,590,600,"playing with toy","playroom"
"61","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_060.mp4","living room","0.95","living room","playing with toy,playing with adult","0.79,0.11","playing with toy","00320002_2024-08-31_1_4e6440f919",60,600,610,"playing with toy","playroom"
"62","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_061.mp4","playroom","1.0","playroom","playing with toy,nothing","0.78,0.13","playing with toy","00320002_2024-08-31_1_4e6440f919",61,610,620,"playing with toy","playroom"
"63","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_062.mp4","playroom,living room","0.62,0.38","playroom","playing with toy","0.86","playing with toy","00320002_2024-08-31_1_4e6440f919",62,620,630,"playing with toy","playroom"
"64","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_063.mp4","playroom","1.0","playroom","music time","0.91","music time","00320002_2024-08-31_1_4e6440f919",63,630,640,"playing with toy","playroom"
"65","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_064.mp4","playroom","1.0","playroom","playing with toy","0.89","playing with toy","00320002_2024-08-31_1_4e6440f919",64,640,650,"playing with toy","playroom"
"66","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_065.mp4","playroom","1.0","playroom","playing with toy","0.98","playing with toy","00320002_2024-08-31_1_4e6440f919",65,650,660,"playing with toy","playroom"
"67","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_066.mp4","playroom","1.0","playroom","playing with toy,music time","0.58,0.27","playing with toy","00320002_2024-08-31_1_4e6440f919",66,660,670,"playing with toy","playroom"
"68","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_067.mp4","playroom","1.0","playroom","music time,playing with toy","0.74,0.14","music time","00320002_2024-08-31_1_4e6440f919",67,670,680,"playing with toy","playroom"
"69","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_068.mp4","playroom","1.0","playroom","playing with toy","0.94","playing with toy","00320002_2024-08-31_1_4e6440f919",68,680,690,"playing with toy","playroom"
"70","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_069.mp4","playroom","1.0","playroom","playing with toy","0.98","playing with toy","00320002_2024-08-31_1_4e6440f919",69,690,700,"playing with toy","playroom"
"71","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_070.mp4","playroom","1.0","playroom","playing with toy","0.93","playing with toy","00320002_2024-08-31_1_4e6440f919",70,700,710,"playing with toy","playroom"
"72","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_071.mp4","playroom","1.0","playroom","playing with toy","0.99","playing with toy","00320002_2024-08-31_1_4e6440f919",71,710,720,"playing with toy","playroom"
"73","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_072.mp4","playroom","1.0","playroom","exploring,playing with toy","0.29,0.64","playing with toy","00320002_2024-08-31_1_4e6440f919",72,720,730,"playing with toy","playroom"
"74","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_073.mp4","playroom","1.0","playroom","playing with toy","0.99","playing with toy","00320002_2024-08-31_1_4e6440f919",73,730,740,"playing with toy","playroom"
"75","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00320002_2024-08-31_1_4e6440f919_processed/00320002_2024-08-31_1_4e6440f919_processed_074.mp4","playroom","1.0","playroom","playing with toy,playing with adult","0.8,0.14","playing with toy","00320002_2024-08-31_1_4e6440f919",74,740,750,"playing with toy","playroom"
"76","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_000.mp4","closet,playroom","0.79,0.11","closet","looking at device,looking","0.46,0.46","looking at device","00370002_2024-04-14_3_14a09138ad",0,0,10,"looking at device","closet"
"77","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_001.mp4","closet,playroom","0.56,0.27","closet","nothing,looking,looking at device","0.39,0.14,0.14","nothing","00370002_2024-04-14_3_14a09138ad",1,10,20,"looking at device","closet"
"78","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_002.mp4","bedroom,playroom","0.82,0.18","bedroom","nothing,looking,looking at device,playing with toy","0.26,0.18,0.18,0.21","nothing","00370002_2024-04-14_3_14a09138ad",2,20,30,"nothing","bedroom"
"79","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_003.mp4","bedroom,bathroom,kitchen,living room","0.46,0.22,0.13,0.13","bedroom","nothing,looking,exploring,looking at device","0.19,0.17,0.36,0.17","exploring","00370002_2024-04-14_3_14a09138ad",3,30,40,"exploring","bedroom"
"80","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_004.mp4","bedroom,hallway","0.32,0.68","hallway","exploring,nothing,looking","0.58,0.24,0.14","exploring","00370002_2024-04-14_3_14a09138ad",4,40,50,"exploring","bedroom"
"81","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_005.mp4","living room","0.98","living room","exploring,looking,looking at device","0.38,0.26,0.26","exploring","00370002_2024-04-14_3_14a09138ad",5,50,60,"exploring","bedroom"
"82","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_006.mp4","playroom","1.0","playroom","playing with adult,playing with toy","0.39,0.5","playing with toy","00370002_2024-04-14_3_14a09138ad",6,60,70,"playing with adult","bedroom"
"83","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_007.mp4","bedroom,living room","0.73,0.27","bedroom","standing,looking,looking at device,exploring,playing with adult","0.22,0.19,0.19,0.1,0.16","standing","00370002_2024-04-14_3_14a09138ad",7,70,80,"playing with adult","bedroom"
"84","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_008.mp4","bedroom,playroom","0.87,0.1","bedroom","looking at device,looking,nothing,exploring","0.26,0.26,0.26,0.16","looking at device","00370002_2024-04-14_3_14a09138ad",8,80,90,"exploring","bedroom"
"85","/ccn2/dataset/babyview/unzip_2025_10s_videos_512p/00370002_2024-04-14_3_14a09138ad_processed/00370002_2024-04-14_3_14a09138ad_processed_009.mp4","bedroom","0.98","bedroom","exploring,looking,looking at device","0.55,0.18,0.18","exploring","00370002_2024-04-14_3_14a09138ad",9,90,100,"exploring","bedroom"
