_id,videoFilename,annotatorName,__v,anyoneInteracting,description,otherActivities[0],otherActivities[1],otherActivities[2],otherActivitiesConfidence,primaryActivity,primaryActivityConfidence,updatedAt,attemptNumber,isTraining,taskType
6964147b87297accb9fbd2d2,00320001_2024-05-11_2_78ccaae9f1_processed_039.mp4,elenahc,0,no,,looking around,,,3,moving around,3,2026-01-11T21:22:03.778Z,,,
696414a287297accb9fbd34b,00320001_2024-10-20_4_89de9fca76_processed_043.mp4,elenahc,0,yes,,screen time,conversing,playing,2,looking around,2,2026-01-11T21:22:42.857Z,,,
696414e487297accb9fbd40a,00320002_2024-04-10_1_9936c698cd_processed_084.mp4,elenahc,0,yes,,conversing,looking around,cleaning,2,playing,2,2026-01-11T21:23:48.210Z,,,
696414f787297accb9fbd446,00320002_2024-05-28_3_c99c7a039e_processed_070.mp4,elenahc,0,no,,looking around,,,3,meal time,3,2026-01-11T21:24:07.501Z,,,
6964150787297accb9fbd478,00320002_2024-06-03_1_e20fa612a1_processed_043.mp4,elenahc,0,yes,,looking around,,,3,cleaning,3,2026-01-11T21:24:23.634Z,,,
69713fe387297accb933cfe3,00510001_2024-06-02_1_c17282fc3b_processed_035.mp4,test,0,yes,,none,,,3,drinking,3,2026-01-21T21:06:43.286Z,1,true,
69714b3a87297accb933f277,00720001_2023-08-16_2_65439db90c_processed_042.mp4,m1deng,0,yes,,conversing,,,2,reading time,3,2026-01-21T21:55:06.601Z,1,true,
69714b5587297accb933f2d4,00320001_2024-09-15_1_abbaf85eb5_processed_028.mp4,m1deng,0,no,,none,,,3,playing,3,2026-01-21T21:55:33.185Z,1,true,
69714b7c87297accb933f34d,00400002_2024-06-09_2_9fcfaee432_processed_084.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-01-21T21:56:12.497Z,1,true,
69714b9987297accb933f3a7,00370002_2024-11-02_3_804aeb99ea_processed_011.mp4,m1deng,0,yes,,conversing,,,2,playing,3,2026-01-21T21:56:41.220Z,1,true,
69714bb087297accb933f3fd,00490001_2014-02-10_4_770d50627d_processed_064.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-01-21T21:57:04.307Z,1,true,
69714cb087297accb933f73f,00220001_2024-03-06_1_2a74025141_processed_008.mp4,m1deng,0,yes,,conversing,,,2,meal time,2,2026-01-21T22:04:26.776Z,,false,
697152a387297accb93408e2,00220001_2024-03-06_1_2a74025141_processed_008.mp4,bria,0,yes,,none,,,2,meal time,3,2026-01-21T22:26:43.279Z,,false,
697152cd87297accb934096e,00230001_2024-04-14_1_da1653faac_processed_007.mp4,bria,0,no,,none,,,3,meal time,2,2026-01-21T22:27:25.534Z,,false,
6971533f87297accb9340ae9,00820001_2024-04-21_4_cfa002ffc4_processed_013.mp4,bria,0,no,,none,,,3,drawing,3,2026-01-21T22:29:19.916Z,,false,
6972c93287297accb9383220,00220001_2024-03-06_1_2a74025141_processed_008.mp4,tst,0,yes,,meal time,,,3,cleaning,3,2026-01-23T01:04:50.138Z,,false,see
6973aef387297accb93ac8d4,00400001_2023-08-08_1-2_86950384ad_processed_015.mp4,tsepuri,0,yes,,none,,,3,reading time,3,2026-01-23T17:25:07.371Z,1,true,do
6973af8187297accb93aca82,00320002_2024-06-03_1_e20fa612a1_processed_043.mp4,tsepuri,0,yes,,moving around,,,2,looking around,3,2026-01-23T17:27:29.806Z,1,true,do
6973afb087297accb93acb11,00820001_2024-04-21_2_ac429ad42f_processed_067.mp4,tsepuri,0,yes,,meal time,,,1,cleaning,3,2026-01-23T17:28:16.292Z,1,true,do
6973afbd87297accb93acb44,00320002_2024-12-01_2_0732e91bb3_processed_038.mp4,tsepuri,0,no,,none,,,3,screen time,3,2026-01-23T17:28:29.810Z,1,true,do
6973b3ee87297accb93ad783,00400002_2024-06-09_2_9fcfaee432_processed_084.mp4,tsepuri,0,no,,moving around,,,2,looking around,3,2026-01-23T17:46:22.374Z,1,true,do
6976e2f387297accb943ed63,00230001_2024-04-14_1_da1653faac_processed_007.mp4,m1deng,0,no,,looking around,,,3,meal time,3,2026-01-26T03:43:47.092Z,,false,do
6976e34d87297accb943ee6d,00240001_2023-11-25_2_c9f28edff3_processed_068.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-01-26T03:45:17.205Z,,false,do
6976e36487297accb943eeb7,00240001_2023-11-26_1_bd6fb31b2c_processed_096.mp4,m1deng,0,yes,,none,,,3,meal time,3,2026-01-26T08:22:35.149Z,,false,do
6976e3f687297accb943f061,00240001_2023-12-08_1_30326063f1_processed_067.mp4,m1deng,0,yes,,reading time,,,2,meal time,2,2026-01-26T08:24:16.979Z,,false,do
6976e41987297accb943f0cb,00240001_2023-12-16_2_8e3bb038e0_processed_042.mp4,m1deng,0,yes,,none,,,3,meal time,3,2026-01-26T08:24:26.828Z,,false,do
6977223887297accb944a119,00240001_2024-06-02_2_43f6a17f68_processed_045.mp4,m1deng,0,yes,,none,,,2,conversing,1,2026-01-26T08:24:31.995Z,,false,do
697722aa87297accb944a267,00240001_2024-09-08_4_f03def9007_processed_003.mp4,m1deng,0,no,,looking around,,,2,playing,2,2026-01-26T08:26:03.280Z,,false,do
6977233c87297accb944a424,00240001_2024-10-06_3_6c66db99a8_processed_023.mp4,m1deng,0,no,,none,,,3,playing,3,2026-01-26T08:26:18.172Z,,false,do
6977237d87297accb944a4ec,00240001_2024-11-06_2_3a7315e875_processed_040.mp4,m1deng,0,no,,playing,,,1,looking around,2,2026-01-26T08:26:33.140Z,,false,do
6977239287297accb944a533,00320001_2023-12-06_2_b65b83c560_processed_079.mp4,m1deng,0,no,,none,,,3,looking around,3,2026-01-26T08:26:35.566Z,,false,do
6977259a87297accb944ab67,00320001_2024-02-17_3_195c6f8833_processed_038.mp4,m1deng,0,no,,looking around,,,2,meal time,2,2026-01-26T08:28:10.058Z,,false,do
69781a5d87297accb9476a5a,00230001_2024-04-14_1_da1653faac_processed_007.mp4,tsepuri,0,yes,,looking around,gardening,,3,cooking,3,2026-01-27T01:52:29.156Z,,false,see
